公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收
2388 威盛,2016/12/30,9,398,55,-7,78,87,-10.19,,0.92,-0.2,-26.98,1.32,-4,-7,83,49
1218 泰山,2016/12/30,6,427,61,7,70,73,-1.83,+,0.7,2.01,2.02,1.77,3,-3,88,81
2438 翔耀,2016/12/30,8,435,4,40,100,7,0.81,,1.18,3.58,12.31,2.14,56,8,20,4
8464 億豐,2016/12/30,4,900,103,120,100,35,41.78,,0.03,22.07,25.75,0,3,0,0,189
1472 三洋紡,2016/12/30,9,515,5,83,61,76,0.08,,1.43,7.45,18.19,2.76,2,-13,92,8
2353 宏碁,2016/12/30,4,589,140,0,90,58,92.08,,0.11,0.47,0.2,3.68,-2,10,11,2327
3049 和鑫,2016/12/30,7,195,40,-9,24,91,7.86,,5.21,-0.74,-10.1,2.12,5,-6,136,27
2008 高興昌,2016/12/30,8,258,15,-6,60,58,-1.91,,2.95,-1.41,-4.5,1.82,9,-3,64,11
2540 愛山林,2016/12/30,9,146,16,61,-9,-40,-20.73,+,12.25,3.94,37.97,2.83,-51,915,125,12
1903 士紙,2016/12/30,7,-15,1,-11,19,-40,-1.34,,30.67,-2.29,-305.57,1.19,7,394,67,1
1432 大魯閣,2016/12/30,8,-234,13,-24,-26,-40,0.07,,9.36,-5.96,-31.63,2.66,-14,783,180,10
1516 川飛,2016/12/30,8,449,3,27,100,63,0.87,,0,5.37,1.36,0.8,2,20,0,7
1456 怡華,2016/12/30,9,-252,12,21,-100,-40,-1.52,,13.57,3.46,4,4.33,-62,-525,271,10
2348 海悅,2016/12/30,7,348,5,15,85,30,1.89,,3.17,1.16,6.43,2.14,22,357,47,4
6176 瑞儀,2016/12/30,3,796,140,54,97,64,83.77,,0.34,6.47,7.19,1.97,7,2,27,462
2616 山隆,2016/12/30,5,580,75,37,86,45,5.97,,0.11,6.24,2.24,2.19,1,1,22,156
2506 太設,2016/12/30,8,229,34,26,41,-40,4.68,,6.89,1.66,11.2,3.47,-2,-334,59,23
9906 欣巴巴,2016/12/30,8,14,10,44,-55,25,2.5,,9.37,4.19,9.53,3.92,-1,-105,209,9
3321 同泰,2016/12/30,7,203,21,-21,74,-5,-1.86,,0.56,-6.52,-10.71,1.46,24,6,97,25
1786 科妍,2016/12/30,6,431,2,25,100,16,0.38,,2.25,-1.87,13.22,1.98,28,-40,35,2
3673 TPK-KY,2016/12/30,6,372,140,-5,46,89,127.61,,1.24,-0.92,-1.6,2.7,2,12,130,892
3004 豐達科,2016/12/30,5,451,18,79,49,33,2.34,,0.5,7.45,17.07,0.89,7,-13,132,16
2511 太子,2016/12/30,5,584,111,46,58,51,17.44,,3.53,3.72,12.55,2.2,-44,279,80,121
9911 櫻花,2016/12/30,4,693,45,79,100,67,8.63,,0.01,11.44,12.64,2.38,-5,1,0,56
3682 亞太電,2016/12/30,4,435,118,-25,100,86,-18.73,,0,-11.36,-49.7,0,8,-5,0,142
1414 東和,2016/12/30,6,245,13,-1,73,-1,1.67,,0.92,0.16,-1.99,1.21,3,13,24,10
2408 南亞科,2016/12/30,6,751,140,64,71,65,159.46,,1.75,4.66,20.54,1.76,0,-8,42,416
8150 南茂,2016/12/30,4,739,121,48,98,60,36.88,,0.86,4.6,11.28,1.62,-5,2,66,184
2528 皇普,2016/12/30,8,93,1,-8,48,-40,-0.28,,7.81,-0.61,-11.46,2.58,2,-85,36,1
1583 程泰,2016/12/30,5,439,65,40,77,-40,15.08,,0.95,3.19,10.11,1.43,-3,23,73,65
2344 華邦電,2016/12/30,5,759,140,47,95,52,99.91,,0.56,5.11,10.11,2.07,-6,-5,22,421
1532 勤美,2016/12/30,7,593,115,60,75,-40,29.07,,1.52,5.45,14.36,1.91,15,86,61,141
4919 新唐,2016/12/30,5,679,54,70,100,61,7.33,,0,10.71,7.64,0,-2,4,0,83
4532 瑞智,2016/12/30,4,685,109,64,87,14,13.99,+,0.48,6.92,11.22,1.54,-8,-5,57,177
2331 精英,2016/12/30,4,494,133,-12,96,69,6.66,,0.13,-4.26,-6.02,2.2,25,8,17,299
1805 寶徠,2016/12/30,8,-19,0,-20,26,-40,-2.79,,31.78,-6.7,-479.15,2.67,110,3591,61,0
3018 同開,2016/12/30,7,245,11,3,74,-5,-0.86,,0.51,1.28,1.97,2.24,-29,0,62,18
3037 欣興,2016/12/30,4,585,140,1,84,69,89.25,,0.82,0.83,1.1,1.46,-4,1,71,626
2316 楠梓電,2016/12/30,5,463,60,2,100,39,5.03,,0.64,0.4,2.27,1.47,3,12,28,49
2606 裕民,2016/12/30,5,270,77,-8,41,47,15.34,,8.49,-0.14,-9.28,1.48,-1,0,128,64
1477 聚陽,2016/12/30,3,741,103,73,83,68,10.33,+,0.1,11.67,8.92,6.86,2,2,6,221
2429 銘旺科,2016/12/30,9,209,6,11,41,41,0.78,,1.08,2.56,0.79,2.09,-26,10,137,10
5469 瀚宇博,2016/12/30,4,583,140,20,68,37,36.15,,1,2.72,3.4,1.8,-7,5,106,394
2486 一詮,2016/12/30,6,405,47,1,100,8,3.73,,0.96,-0.48,2.36,2.21,17,7,56,49
3130 一零四,2016/12/30,4,748,12,109,100,99,3.95,,0,15.31,23.3,0,-23,0,0,15
1515 力山,2016/12/30,6,369,35,16,72,37,0.21,,1.34,2.65,3.01,2.59,-7,-3,79,37
6239 力成,2016/12/30,3,889,140,84,97,64,129.59,,0.47,8.55,20.87,1.21,5,1,46,483
1447 力鵬,2016/12/30,5,446,103,-1,63,67,-0.88,,0.68,0.05,-0.52,1.03,-5,2,90,143
1307 三芳,2016/12/30,4,753,83,73,100,67,23.73,,0.31,8.65,14.11,1.19,1,-4,34,110
1721 三晃,2016/12/30,7,577,30,57,97,53,9.16,,0.54,7.06,8.91,1.6,23,36,45,36
2905 三商,2016/12/30,5,748,140,23,100,99,946.07,,0.08,0.43,0.02,0.86,-1,1,54,1937
9946 三發地產,2016/12/30,7,395,40,64,36,14,10.3,,5.01,4.8,18.42,2.81,6,615,101,27
2206 三陽工業,2016/12/30,6,490,140,0,68,70,47.5,,0.89,-0.19,1.31,2.19,9,-27,82,355
6128 上福,2016/12/30,5,578,19,97,69,43,4.78,,0.84,10.83,25.53,1.2,-3,-3,81,19
2049 上銀,2016/12/30,7,518,118,43,61,-28,44.3,,1.18,3.32,11.57,1.28,-23,-15,94,161
1316 上曜,2016/12/30,8,122,6,-12,58,-40,-3.09,,4.63,-2.3,-21.26,2.64,49,808,57,6
1503 士電,2016/12/30,4,630,130,34,89,2,9.14,+,0.2,3.88,6.89,0.94,1,-7,20,214
2739 寒舍,2016/12/30,5,572,30,64,90,39,4.31,,0.01,8.79,7.22,1.58,1,2,2,42
3008 大立光,2016/12/30,2,972,140,120,100,32,239.98,+,0,25.09,59.48,0,20,17,0,484
2371 大同,2016/12/30,8,296,140,-9,40,48,42,,5.53,-1,-4.87,3.84,-5,14,126,777
2027 大成鋼,2016/12/30,7,351,140,21,16,-40,38.06,,1.29,3.03,3.14,2.31,3,13,180,477
1210 大成,2016/12/30,4,723,140,43,76,85,39.56,,0.43,6.82,3.6,3.27,1,0,44,758
1321 大洋,2016/12/30,6,408,55,9,67,73,-1.17,,1.28,0.22,4.8,1.45,3,3,79,43
1232 大統益,2016/12/30,4,793,75,87,100,84,8.12,,0.02,17.78,6.32,1.69,0,3,10,174
3167 大量,2016/12/30,5,434,20,59,86,-40,0.48,,0.93,5.98,11.55,1.83,-8,12,70,20
1521 大億,2016/12/30,4,676,38,85,92,70,4.86,,0.02,13.66,7.7,3.99,0,-3,0,59
3702 大聯大,2016/12/30,4,574,140,29,48,65,75.8,,0.25,3.68,1.59,1.99,3,-1,145,5369
6184 大豐電,2016/12/30,6,373,24,-10,85,94,4.63,,4.02,-1.75,-10.74,1.87,3,-9,77,16
8473 山林水,2016/12/30,5,526,34,75,91,-40,3.15,,4.33,7,33.32,3.3,-443,0,46,23
2059 川湖,2016/12/30,3,771,53,105,100,49,17.02,,0,16.4,45.28,0,3,-7,0,45
5521 工信,2016/12/30,7,297,48,6,74,-40,4.76,,1.19,1.51,2.95,2.28,40,53,52,43
1762 中化生,2016/12/30,7,290,12,19,77,-23,2.61,,0.55,2.34,5.75,1.27,7,-16,29,12
1535 中宇,2016/12/30,4,529,60,34,78,74,-3.73,+,0.09,3.5,6.11,0.49,2,-1,61,85
1718 中纖,2016/12/30,7,580,140,29,51,58,157.77,,1.92,0.42,10.02,1.86,6,1,65,318
1701 中化,2016/12/30,6,428,59,27,86,-30,1.94,,0.62,3.44,5.23,1.27,4,0,51,58
1314 中石化,2016/12/30,5,582,139,-4,94,93,2.59,,0.9,-1.58,-2.82,2.19,-2,-3,22,254
2104 國際中橡,2016/12/30,4,778,116,70,96,49,25.94,,1.94,6.06,20.16,3.66,2,-9,43,159
1560 中砂,2016/12/30,4,664,36,82,98,51,7.95,,0.08,10.52,17.25,1.2,0,-22,5,41
2612 中航,2016/12/30,5,402,48,31,55,45,9.38,,5.23,1.5,13.85,1.72,-1,0,97,33
2613 中櫃,2016/12/30,7,363,33,13,73,25,-3.04,+,1.5,1.93,4.18,1.91,3,3,62,26
2002 中鋼,2016/12/30,3,582,140,33,55,37,554.78,,1.38,3.35,7.32,1.43,1,3,84,2931
2013 中鋼構,2016/12/30,6,249,98,-1,32,9,-2.62,,0.42,-0.01,-0.03,1.14,7,-4,151,171
2515 中工,2016/12/30,6,391,98,4,75,-40,0.32,,1.42,0.98,2.54,1.68,41,298,45,95
2204 中華,2016/12/30,4,781,140,40,100,82,29.86,,0.03,5.76,6.4,1.47,-2,-10,2,407
2475 華映,2016/12/30,8,287,140,-9,26,89,20.5,,9.76,-0.26,-5.85,4.53,-17,0,118,331
1905 華紙,2016/12/30,5,535,125,3,81,34,20.46,,0.42,1.47,1.73,1.5,-1,-15,32,220
2610 華航,2016/12/30,6,370,140,11,0,48,175.45,,1.22,1.47,3.37,1.54,-1,0,203,1411
2412 中華電,2016/12/30,1,909,140,81,100,86,649.52,,0.01,9.29,21,1.16,4,0,0,2300
2450 神腦,2016/12/30,4,778,117,52,99,92,5.31,,0.01,9.6,2.4,5.47,3,-3,1,341
9933 中鼎,2016/12/30,2,716,140,51,90,12,156.57,,0.11,5.3,5.9,1.81,-8,0,21,705
5388 中磊,2016/12/30,4,764,140,57,86,54,24.71,,0.2,6.53,5.03,3.18,15,9,31,367
1513 中興電,2016/12/30,5,505,87,24,85,5,3.89,,0.26,3.24,3.82,1.06,-7,-27,48,127
1723 中碳,2016/12/30,3,747,54,90,96,82,9.33,,0.14,11.64,19.45,0.63,1,6,20,50
2323 中環,2016/12/30,7,424,102,-15,94,49,12.79,,1.51,-5.67,-8.58,2.84,-3,6,25,109
2390 云辰,2016/12/30,7,243,10,-20,98,-40,-1.99,,1.04,-8.44,-25.32,2.34,2,6,14,8
3494 誠研,2016/12/30,8,215,20,-8,77,-40,0.26,,1.19,-2.75,-5.86,1.73,-7,-32,46,17
1733 五鼎,2016/12/30,5,530,14,65,100,8,2.98,,0.46,6.88,15.06,2.08,-16,1,19,18
2324 仁寶,2016/12/30,3,664,140,22,87,59,13.49,+,0.12,2.86,1.51,1.48,11,-2,67,7668
6209 今國光,2016/12/30,5,410,38,-3,97,52,3.34,,0.55,-0.39,-3.23,2.09,6,3,28,40
2034 允強,2016/12/30,4,627,93,45,85,54,3.21,+,0.13,7.58,3.95,0.88,-5,0,40,176
6443 元晶,2016/12/30,7,411,64,3,64,88,4.54,,1.18,1.27,2.38,2.87,-3,-3,77,78
4938 和碩,2016/12/30,3,768,140,43,92,83,714.06,,0.08,5.13,5.13,1.65,-4,3,20,11577
2705 六福,2016/12/30,8,219,47,-13,61,-40,-3.49,,2.6,-2.7,-9.54,2.21,7,-28,80,32
2444 兆勁,2016/12/30,8,463,10,24,100,71,3.37,,0.65,3.5,4.02,2.65,-6,-6,42,15
6142 友勁,2016/12/30,7,402,32,-7,100,44,1.28,,0.39,-3.5,-0.28,2.49,8,0,5,36
2332 友訊,2016/12/30,5,459,115,-8,91,54,6.58,,0.15,-4.07,-0.14,1.63,-3,-19,26,229
2409 友達,2016/12/30,6,644,140,13,83,77,366.96,,0.99,2.35,3.12,2.72,0,-2,63,3291
1233 天仁,2016/12/30,4,530,14,59,96,37,2.03,,0.04,8.61,8.81,1.29,-1,-2,7,21
6225 天瀚,2016/12/30,D,16,0,-60,72,-31,-0.14,,0.43,-56.72,-111.35,2.07,-14,-6,39,0
4934 太極,2016/12/30,6,462,58,-8,98,83,2.22,,0.54,-3.37,-3.75,4.33,13,-7,19,73
3036 文曄,2016/12/30,4,517,140,25,48,17,-48.11,+,0.2,3.36,1.75,1.51,1,-3,140,1441
2451 創見,2016/12/30,2,824,119,82,100,41,27.74,+,0.01,12.33,14.85,1.35,5,5,0,221
2547 日勝生,2016/12/30,9,-1465,48,-47,-310,-40,-80.49,+,39.29,-5.16,-147.89,2.89,137,2502,508,34
3090 日電貿,2016/12/30,6,536,59,50,83,20,4.81,,0.32,6.3,5.71,1.47,-7,2,71,84
1227 佳格,2016/12/30,3,826,125,82,99,33,22.66,+,0.2,12.62,11.48,3.46,3,-2,11,271
1732 毛寶,2016/12/30,6,322,3,-9,100,19,0.22,,0,-4.08,-4.13,0,-1,14,0,5
2727 王品,2016/12/30,4,671,85,50,100,11,22.24,,0,6.97,5.25,0,1,-25,0,161
2383 台光電,2016/12/30,4,874,113,107,100,29,26.01,+,0.12,15.14,17.08,1.95,0,1,13,221
8039 台虹,2016/12/30,4,594,75,46,100,5,14.87,,0.9,5.12,9.24,4.35,-20,3,25,103
6269 台郡,2016/12/30,4,827,115,80,100,59,11.78,+,0.17,10.11,15.41,1.65,-4,-1,12,191
8011 台通,2016/12/30,6,333,27,2,86,13,-5.01,+,2.22,0.71,2.21,2.29,-17,19,57,18
2314 台揚,2016/12/30,7,523,50,28,92,64,2.68,,0.3,3.34,3.69,2.08,-4,-27,37,76
1724 台硝,2016/12/30,6,534,17,53,94,59,2.8,,0.09,6.75,9.46,1,-6,-7,12,21
6505 台塑化,2016/12/30,3,984,140,108,100,81,1038.14,,0.32,17.68,15.76,1.66,7,0,31,5462
3532 台勝科,2016/12/30,4,632,93,29,100,59,29.84,,0.01,3.33,8.48,0,-2,-1,0,108
1309 台達化,2016/12/30,7,511,83,9,79,82,6.16,,0.29,1.97,1.41,1.51,-12,-2,81,164
2308 台達電,2016/12/30,1,822,140,65,98,51,309.6,,0.18,8.49,9.98,1.71,0,3,16,2144
1220 台榮,2016/12/30,6,493,21,34,100,51,3.16,,0.13,4.66,5.96,1.6,-2,11,12,29
4746 台耀,2016/12/30,6,498,38,80,75,-40,11.1,,1.21,7.69,22.03,1.72,-10,-18,45,32
2636 台驊投控,2016/12/30,5,500,53,15,98,32,0.09,,0.27,3.03,1.98,3.05,0,0,40,97
1215 卜蜂,2016/12/30,4,734,93,79,77,79,17.09,,0.18,12.63,8.44,1.23,-1,-2,41,182
1614 三洋電,2016/12/30,4,584,47,39,100,72,3.5,,0.12,5.48,6.45,2.65,-2,2,5,54
2841 台開,2016/12/30,9,-6,3,-11,20,-40,-15.1,+,130.51,-1.72,-198.1,3.68,267,-740,65,3
3045 台灣大,2016/12/30,1,855,140,96,69,80,318.3,,0.58,11.1,17.13,1.22,0,2,86,1166
1326 台化,2016/12/30,3,864,140,69,100,77,596.83,,0.68,9.71,11.04,1.74,-1,0,32,3192
1101 台泥,2016/12/30,3,642,140,51,83,-40,183.85,,1.96,3.96,14.57,1.95,-6,1,60,896
2338 光罩,2016/12/30,6,347,16,-12,100,25,1.44,,0.01,-6.09,-6.22,5.44,7,-9,0,12
2642 宅配通,2016/12/30,5,440,17,20,100,35,1.51,,0,3.84,2.72,0,-1,0,0,26
2330 台積電,2016/12/30,1,1010,140,117,100,80,5461.61,,0.35,19.02,40.03,1.37,-2,-12,18,9479
5608 四維航,2016/12/30,8,-420,50,-16,-108,50,6.73,,11.88,-2.33,-24.4,1.82,2,0,277,35
9921 巨大,2016/12/30,3,714,140,56,81,23,24.47,+,0.23,7.1,6.75,1.2,5,12,55,572
1539 巨庭,2016/12/30,6,484,22,72,55,59,3.55,,1,7.55,11.23,2.42,5,-7,110,30
6192 巨路,2016/12/30,4,576,44,68,100,-18,5.32,,0.06,7.92,13.7,1.78,11,9,4,48
1475 本盟,2016/12/30,9,138,1,-60,82,49,-0.15,,2.76,-21.55,-31.87,5.65,-1,12,52,2
4906 正文,2016/12/30,5,568,89,11,100,57,14.36,,0.29,2.44,2.34,1.65,4,-1,17,145
1538 正峰新,2016/12/30,9,165,6,-13,38,71,0.44,,2.63,-2.23,-12.03,2.55,7,3,126,7
2392 正崴,2016/12/30,5,567,140,1,78,71,83.34,,0.4,0.73,-0.17,1.92,10,11,59,905
1904 正隆,2016/12/30,5,576,140,18,64,50,37.41,,1.28,2.28,4.52,2.26,3,2,101,401
2105 正新,2016/12/30,3,834,140,77,82,75,272.72,,0.82,8.55,15.78,1.79,-4,-6,63,1174
1506 正道,2016/12/30,7,289,14,9,86,-25,0.4,,1.59,2.05,3.26,3.09,7,-1,66,16
3149 正達,2016/12/30,D,-511,32,-51,-93,65,4.06,,7.47,-5.61,-60.5,3.46,36,9,300,26
1507 永大,2016/12/30,4,678,120,59,100,-40,22.34,,0,5.62,11.08,0,15,9,0,196
3705 永信,2016/12/30,4,469,61,47,82,-40,6.46,,0.64,5.21,9.46,1.83,-1,16,41,62
1726 永記,2016/12/30,3,670,64,77,100,11,11.31,,0,10.27,15.78,1.02,5,-4,0,76
1323 永裕,2016/12/30,5,602,26,80,100,11,3.28,,0.5,9.55,14.32,1.74,25,0,47,31
1907 永豐餘,2016/12/30,5,466,140,1,52,49,51.95,,1.52,0.86,1.7,1.86,0,-3,124,634
3406 玉晶光,2016/12/30,7,401,66,10,68,53,16.44,,2.11,-0.38,5.66,3.28,-3,13,60,70
3026 禾伸堂,2016/12/30,4,570,83,19,100,48,0.77,,0.12,3.24,3.55,0.98,3,-2,19,132
2472 立隆電,2016/12/30,5,564,55,56,90,14,5.02,,0.59,5.83,12.16,1.5,-5,-5,51,61
3054 立萬利,2016/12/30,7,266,4,0,100,-40,1.05,,2.71,1.49,-2.8,2.89,-3,136,11,3
3058 立德,2016/12/30,6,412,41,11,88,34,0.06,,0.18,2.33,1.59,1.1,5,7,35,52
2439 美律,2016/12/30,4,798,98,80,98,69,34.12,,0.18,10.64,10.58,1.83,-14,-16,27,169
2419 仲琦,2016/12/30,6,631,63,58,97,40,0.6,+,0.37,7.04,8.55,2.01,2,3,40,88
2485 兆赫,2016/12/30,3,640,78,37,100,73,4.43,,0.01,5.16,6.06,7,1,-4,0,133
6285 啟碁,2016/12/30,3,785,140,54,92,67,34.4,,0.09,7.19,5.27,1.32,7,7,28,528
2461 光群雷,2016/12/30,6,463,47,42,82,-6,5.01,,0.79,4.04,9.43,1.73,-17,-1,78,51
2340 光磊,2016/12/30,5,559,59,49,100,-6,6.94,,0.62,5.18,11.24,2.41,-2,13,12,55
2301 光寶科,2016/12/30,3,727,140,43,90,49,142.4,,0.24,4.78,5.36,1.47,3,-5,43,2296
2509 全坤建,2016/12/30,6,96,7,11,27,-40,-1.88,,10.31,0.03,5.84,2.49,42,4155,68,6
6281 全國電,2016/12/30,4,660,72,60,85,83,3.24,,0,9.39,3.43,0,0,-8,0,168
3015 全漢,2016/12/30,4,531,93,2,100,41,0.93,,0.02,1.1,0.97,3.05,-10,-3,1,153
1618 合機,2016/12/30,6,366,22,3,100,15,4.64,,0,1.25,2.04,0,59,-11,0,20
6271 同欣電,2016/12/30,3,717,76,67,100,65,20.1,,0.6,6.89,15.75,1.37,5,-1,34,81
1442 名軒,2016/12/30,7,470,61,61,33,64,18.91,,3.06,5.06,14.81,2.42,-2,-2611,106,53
9943 好樂迪,2016/12/30,5,708,28,99,100,48,5.9,,0.04,15.42,17.79,1.9,0,1,1,29
4414 如興,2016/12/30,8,153,20,-27,53,49,0.4,,1.87,-8.18,-4.41,3.76,-16,-30,112,28
8271 宇瞻,2016/12/30,5,599,41,57,97,57,-1.03,+,0.01,9.15,6.22,0.8,4,7,5,68
3528 安馳,2016/12/30,6,471,19,51,93,2,-0.19,,0.22,7.69,5.43,2.88,4,18,10,31
8021 尖點,2016/12/30,5,496,37,42,100,-3,11.51,,0.77,4.25,10.68,3.4,9,2,15,33
6196 帆宣,2016/12/30,5,561,99,36,83,8,-2.4,+,0.3,4.22,3.81,2.46,9,7,52,187
1451 年興,2016/12/30,4,649,85,43,100,50,17.61,,0.12,6.02,6.49,1.31,-2,-8,11,130
9934 成霖,2016/12/30,5,587,99,25,86,55,17.77,,0.33,3.41,3.37,1.92,-4,-10,55,193
4119 旭富,2016/12/30,4,603,19,91,100,-7,5.02,,0.11,11.92,28.07,3.67,-1,5,0,19
1525 江申,2016/12/30,6,552,16,54,92,82,0.2,,0.13,12.37,1.43,1.07,-10,-4,4,12
6152 百一,2016/12/30,6,374,59,-2,76,45,3.54,,0.34,-0.38,-0.86,1.73,-6,-1,79,89
3591 艾笛森,2016/12/30,6,428,30,-1,100,67,3.03,,0.14,-0.59,-0.44,1.27,-2,-7,10,33
1558 伸興,2016/12/30,4,750,49,97,100,62,9.04,,0.08,14.24,17.44,1.05,-1,-2,9,60
5305 敦南,2016/12/30,5,644,88,51,91,42,9.84,,0.77,5.2,10.44,1.56,-6,0,54,105
3052 夆典,2016/12/30,6,184,43,3,9,64,-5.03,+,1.63,1.13,1.56,1.04,-41,13,161,29
6277 宏正,2016/12/30,4,706,42,103,99,16,8.88,,0.25,14.1,19.25,1.95,-1,10,19,49
1236 宏亞,2016/12/30,6,368,18,3,89,56,1.17,,0.35,1.18,1.75,1.14,13,3,33,21
3605 宏致,2016/12/30,5,482,48,22,100,22,2.88,,0.37,2.92,4.61,1.7,-19,3,20,52
1612 宏泰,2016/12/30,4,394,33,1,100,23,0.42,,0.03,0.68,0.71,3.11,3,-2,1,32
1452 宏益,2016/12/30,5,555,15,54,100,64,4.37,,0,7.43,9.61,0,6,3,0,20
2534 宏盛,2016/12/30,6,188,47,69,-24,-40,-14.07,+,8.79,4.38,36.81,1.88,,,168,32
2536 宏普,2016/12/30,5,513,63,71,58,-2,-4.12,+,1.32,5.96,26.3,1.86,-1,-371,35,48
2498 宏達電,2016/12/30,5,286,140,-35,94,50,-96.68,,0.01,-11.83,-16.08,0,8,22,0,782
6168 宏齊,2016/12/30,6,367,25,-10,100,28,2.64,,0.34,-3.89,-5.29,1.59,31,22,25,28
2527 宏璟,2016/12/30,7,-83,9,1,-21,-40,-35.16,+,23.56,1.58,-2.1,1.97,69,6772,141,7
2484 希華,2016/12/30,6,523,26,48,100,27,3.25,,0.29,5.6,9.39,1.91,-2,-7,15,30
2358 廷鑫,2016/12/30,8,-110,11,-44,-6,91,0.78,,0.23,-12.6,-7.71,1.45,-13,-1,246,19
2376 技嘉,2016/12/30,4,761,140,39,100,65,39.16,,0.19,6.62,3.39,7,-4,1,1,523
2025 千興,2015/12/31,D,69,20,-40,39,73,-6.28,,0.75,-13.99,-10.05,2.03,3,26,117,29
1453 大將,2015/12/31,7,422,4,52,100,-40,1.91,,0.54,4.6,15.39,2.07,-12,262,6,3
3701 大眾控,2015/12/31,9,196,82,-14,45,32,1.09,,0.58,-3.36,-4.51,1.61,28,6,127,128
1611 中電,2015/12/31,6,330,38,4,78,9,3.81,,4.44,-2.49,4.62,8.71,-7,-27,27,27
9917 中保,2015/12/31,3,827,98,91,89,89,28.91,,0.2,10.35,19.16,0.84,2,-4,28,133
2474 可成,2015/12/31,2,937,140,111,100,25,332.4,,0.21,16.4,35.82,0.89,-18,-6,20,824
2103 台橡,2015/12/31,4,666,134,27,84,64,42.03,,0.6,3.07,6.61,1.73,5,11,44,260
1301 台塑,2015/12/31,3,814,140,48,100,91,408.32,,1,7.31,5.72,2.02,0,2,30,1915
6464 台數科,2015/12/31,5,736,45,83,100,96,9.82,,1.23,9.07,35.36,1.94,3,-3,19,30
2611 志信,2015/12/31,8,339,19,10,78,23,0.9,,2.59,2.05,3.81,2.5,-28,1,51,14
1201 味全,2015/12/31,8,-239,129,-21,-37,-40,-4.77,,2.39,-4.15,-4.6,2.46,2,28,238,202
2020 美亞,2015/12/31,7,346,41,3,71,43,2.01,,0.73,1.64,0.51,2.03,4,29,58,44
2504 國產,2015/12/31,5,462,140,-6,69,59,17.95,,1.33,-0.57,-6.95,1.57,16,1,89,288
9919 康那香,2015/12/31,6,371,45,0,83,33,3.15,,1.14,0.44,0.83,1.97,-4,-1,71,45
3027 盛達,2015/12/31,6,340,12,3,93,26,-1.52,,1.02,1.9,-0.21,1.77,-1,18,48,12
1216 統一,2015/12/31,3,717,140,50,66,88,504.01,,0.73,5.98,6.28,2.24,-1,1,82,4162
3041 揚智,2015/12/31,5,430,40,-6,100,65,2.06,,0,-1.6,-6.5,0,3,19,0,36
1707 葡萄王,2015/12/31,4,766,61,120,90,15,18.21,,0.32,22.35,25.11,1.35,0,5,58,72
2062 橋椿,2015/12/31,4,586,63,63,77,39,5.87,,0.46,7.55,11.26,1.18,1,9,67,68
4141 龍燈-KY,2015/12/31,8,294,88,15,49,-40,8.39,,2.94,0.32,7.91,4.18,4,15,117,110
1310 台苯,2015/12/31,7,680,83,54,86,94,16.13,,0.46,7.33,7.49,1.92,-4,1,50,131
1902 台紙,2015/12/31,5,550,61,26,100,50,9.14,,0.42,3.59,4.99,1.77,2,-5,20,63
4956 光鋐,2015/12/31,7,292,14,1,97,-39,3.49,,1.02,0.43,1.85,1.95,18,17,38,14
2337 旺宏,2015/12/31,7,167,131,-28,73,-35,17.03,,1.48,-9.31,-21.4,2.14,4,16,76,209
2028 威致,2015/12/31,D,-720,43,-60,-142,88,3.19,,1.96,-15.21,-13.04,3.3,11,3,397,53
2448 晶電,2015/12/31,5,347,140,-14,82,-30,63.6,,1.89,-4.61,-8.36,2.69,13,1,30,255
1529 樂士,2015/12/31,9,130,1,-11,62,-40,-0.56,,2.95,-2.72,-23.77,2.44,333,313,35,1
2633 台灣高鐵,2015/12/31,7,-384,140,97,-311,38,229.54,,18.31,5.46,40.63,2.14,-1,-11,707,519
1413 宏洲,2015/12/31,8,185,17,-33,61,73,-2.62,,0.8,-7.74,-6.02,2.2,2,3,94,25
6165 捷泰,2015/12/31,8,364,2,-22,100,74,0.85,,0,-9.49,-42.64,0.03,-1,-25,0,1
2915 潤泰全,2015/12/31,6,440,72,64,48,-40,-23.87,+,5.09,16.15,-12.05,1.73,-1,78,61,57
3593 力銘,2015/12/31,8,160,7,-30,55,64,-0.35,,3.83,-10.59,-26.77,4.99,-374,-24,61,7
2491 吉祥全,2015/12/31,D,-139,4,-6,-28,-40,-0.57,,6.24,0.77,-21.18,1.8,17,247,193,4
1449 佳和,2015/12/31,9,-209,32,-34,-20,9,-4.32,,2.8,-5.97,-7.28,4.03,2,8,217,31
1457 宜進,2015/12/31,7,364,58,0,67,50,1.12,,1.89,0.5,0.11,1.99,5,20,70,44
2388 威盛,2015/12/31,9,472,56,27,64,88,-13.92,,1.64,4.65,-35.2,1.81,-5,-6,99,47
1218 泰山,2015/12/31,6,433,61,4,74,75,-0.89,,0.9,1.97,-0.44,2.37,4,5,87,80
2438 翔耀,2015/12/31,8,564,5,83,88,42,1.21,,1.07,8.94,26.64,2.39,25,-18,41,6
8464 億豐,2015/12/31,4,906,103,120,100,41,37.76,,0.63,18.78,21.99,2.44,1,-8,21,168
1472 三洋紡,2015/12/31,9,191,5,2,29,73,-0.25,,1.88,-2.56,5.49,2.88,9,1,141,8
2353 宏碁,2015/12/31,4,561,140,0,90,66,-21.69,+,0.13,-0.27,1.69,2.68,7,10,16,2638
